 Product Name,ASIN,Marketplace URL,UPC,SKU,Source URL,Handling Time,Bundle Qty,Source Price,Shipping Cost,Listed By,Initial price to list on Amazon,Tax,Buy Box,Marketplace,Amazon Fee FBA,Amazon Fee FBM,Lowest FBA,Lowest FBM,Sales Rank,Profit (FBA),Profit (FBM),Category,Approved for selling,
"SAMSUNG Portable SSD USB 3.1 Gen.2 1TB External SSD - Single Unit Version MU-PA1T0B/AM","B073H552FJ","https://www.amazon.com/dp/B073H552FJ","887276226316","","https://www.walmart.com/ip/965823373?selected=true","","1","129.99","0.00","","","10.3992","N/A","Amazon","14.04","10.4","129.99","139.99","1","-14.039999999999992","-10.400000000000006","COMPUTER_DRIVE_OR_STORAGE","Login to SC",
"Bottom Loading Water Cooler Dispenser","B01AKTFK6Y","https://www.amazon.com/dp/B01AKTFK6Y","811691021676","","https://www.homedepot.com/p/Avalon-Bottom-Loading-Water-Cooler-Dispenser-A4BLWTRCLR/305555689","","1","193.99","0.00","","","15.519200000000001","193.99","Amazon","62.84","29.1","193.99","249.99","6,382","-62.84","-29.099999999999994","WATER_DISPENSER","Login to SC",
"Google Nest Cam Indoor Security Camera","B00WBJGUA2","https://www.amazon.com/dp/B00WBJGUA2","854448003655","","https://www.walmart.com/ip/45806610?selected=true","","1","126.88","0.00","","","10.1504","129.99","Amazon","15.35","10.4","129.99","142.08","48","-12.23999999999998","-7.289999999999992","SECURITY_CAMERA","Login to SC",
"Bissell Crosswave Multi-Surface Wet Dry Vacuum","B01DTYAZO4","https://www.amazon.com/dp/B01DTYAZO4","011120230505","","https://www.farmandfleet.com/products/1246612-bissell-crosswave-multi-surface-wet-dry-vacuum.html","","1","249.99","N/A","","","19.999200000000002","N/A","Amazon","57.94","37.5","249.99","249.99","1,864","-57.94","-37.5","VACUUM_CLEANER","Login to SC",
"Powerbeats Pro Totally Wireless Earphones with Apple H1 Headphone Chip - Navy","B07WBTX9FH","https://www.amazon.com/dp/B07WBTX9FH","190199096998","","https://www.walmart.com/ip/744963614?selected=true","","1","241.09","0.00","","","19.2872","N/A","Amazon","26.75","23","199.95","224.99","99","-67.89000000000001","-64.14000000000001","HEADPHONES","Login to SC",
"Apple Watch Series 3 GPS - 42mm - Sport Band - Aluminum Case","B07K3HG6T9","https://www.amazon.com/dp/B07K3HG6T9","190198806659","","https://www.walmart.com/ip/742230355?selected=true","","1","199","0.00","","","15.92","199","Amazon","26.67","22.92","N/A","254.94","454","-26.670000000000016","-22.920000000000016","WEARABLE_COMPUTER","Login to SC",
"Shark NV356E Navigator Pro Lift-Away Vacuum","B005KMDV9A","https://www.amazon.com/dp/B005KMDV9A","N/A","","https://www.overstock.com/Home-Garden/Shark-NV356E-Navigator-Pro-Lift-Away-Vacuum/6711134/product.html","","1","199.99","0.00","","","15.9992","199.99","Amazon","58.77","29.97","199.99","199.77","3,092","-58.77000000000001","-29.97","VACUUM_CLEANER","Login to SC",
"Keurig K-Cafe Single Serve K-Cup Coffee Maker Latte Maker and Cappuccino Maker Dark Charcoal","B07C1XC3GF","https://www.amazon.com/dp/B07C1XC3GF","611247375228","","https://www.walmart.com/ip/666725766?selected=true","","1","169.51","0.00","","","13.560799999999999","169.5","Amazon","44","25.08","169.51","167.17","1,445","-44.00999999999999","-25.089999999999975","COFFEE_MAKER","Login to SC",
"FoodSaver Vacuum Food Sealer","B00DI342B4","https://www.amazon.com/dp/B00DI342B4","053891105590","","https://www.boscovs.com/shop/prod/foodsaver-vacuum-food-sealer/506257.htm?vId=506257_1005200","","1","179.99","0.00","","","14.3992","179.99","Amazon","40.98","27","179.99","209.35","1,148","-40.97999999999999","-27","VACUUM_SEALER_MACHINE","Login to SC",
"Ninja Specialty Fold-Away Frother (CM401) Coffee Maker","B07PFLM2LK","https://www.amazon.com/dp/B07PFLM2LK","622356557535","","https://www.walmart.com/ip/400862556?selected=true","","1","159.99","0.00","","","12.7992","163.99","Amazon","41.62","24.6","169.99","163.99","3,224","-37.620000000000005","-20.599999999999994","COFFEE_MAKER","Login to SC",
"Professional 72 oz. 3-Speed Black Blender (BL610)","B00NGV4506","https://www.amazon.com/dp/B00NGV4506","622356536820","","https://www.homedepot.com/p/NINJA-Professional-72-oz-3-Speed-Black-Blender-BL610-BL610/206157571","","1","89.99","0.00","","","7.199199999999999","79.99","Amazon","24.08","12","79.99","97.75","131","-34.08","-22","FOOD_BLENDER","Login to SC",
"Bissell PowerFresh Steam Mop Hard Floor Steam Cleaner","B0091YYUAM","https://www.amazon.com/dp/B0091YYUAM","N/A","","https://www.overstock.com/Home-Garden/Bissell-PowerFresh-Steam-Mop-Hard-Floor-Steam-Cleaner/20750694/product.html","","1","89","0.00","","","7.12","N/A","Amazon","28.240000000000002","13.5","89.99","129.99","550","-27.250000000000007","-12.510000000000005","VACUUM_CLEANER","Login to SC",
"Keurig K-Mini Single Serve Coffee Maker Black","B07GV2S1GS","https://www.amazon.com/dp/B07GV2S1GS","611247373064","","https://www.walmart.com/ip/389238886?selected=true","","1","69.73","0.00","","","5.5784","N/A","Amazon","17.680000000000003","10.2","69.5","68","100","-19.41000000000001","-11.930000000000007","COFFEE_MAKER","Login to SC",
"Lasko 42 Wind Curve Oscillating Tower Fan with Nighttime Setting and Remote T42951 Silver","B000RL3UJA","https://www.amazon.com/dp/B000RL3UJA","046013463562","","https://www.walmart.com/ip/955112002?selected=true","","1","82.42","0.00","","","6.5936","63.69","Amazon","26.95","9.55","63.69","76.51","158","-45.68000000000001","-28.28","ELECTRIC_FAN","Login to SC",
"Ninja Foodi TenderCrisp 9-in-1 8-Quart Deluxe XL Pressure Cooker Stainless Steel FD401","B07S85TPLG","https://www.amazon.com/dp/B07S85TPLG","622356558174","","https://www.walmart.com/ip/479149461?selected=true","","1","199","0.00","","","15.92","219.99","Amazon","56.48","33","219.99","219.99","2,100","-35.48999999999998","-12.009999999999991","PRESSURE_COOKER","Login to SC",
"Pet Hair Eraser? Lithium Ion Cordless Pet Hand Vacuum | 2390A","B07CB6RBSP","https://www.amazon.com/dp/B07CB6RBSP","N/A","","https://www.overstock.com/Home-Garden/Pet-Hair-Eraser-Lithium-Ion-Cordless-Pet-Hand-Vacuum-2390A/27889428/product.html","","1","72.99","0.00","","","5.8392","69.99","Amazon","17.19","10.5","69.99","113.4","505","-20.189999999999998","-13.5","VACUUM_CLEANER","Login to SC",
"Bose Sport Earbuds — True Wireless Bluetooth Headphones Black","B08CJCTG6Z","https://www.amazon.com/dp/B08CJCTG6Z","017817798730","","https://www.walmart.com/ip/451192990?selected=true","","1","179","0.00","","","14.32","179","Amazon","25.07","21.32","179","179","111","-25.069999999999993","-21.319999999999993","HEADPHONES","Login to SC",
"Bose SoundLink Around Ear Wireless Bluetooth Headphones II - Black","B0117RGG8E","https://www.amazon.com/dp/B0117RGG8E","017817703277","","https://www.walmart.com/ip/167413326?selected=true","","1","159","0.00","","","12.72","159","Amazon","24.78","19.72","159","229","13","-24.78","-19.72","HEADPHONES","Login to SC",
"String Trimmer/Edger20V Li-Ion Battery","B018S68U40","https://www.amazon.com/dp/B018S68U40","N/A","","https://www.zoro.com/i/G8036729","","1","115.66","0.00","","","9.2528","112.79","Amazon","30.25","16.92","112.79","119.99","241","-33.11999999999999","-19.789999999999992","STRING_TRIMMER","Login to SC",
"JBL Charge 4 Portable Waterproof Wireless Bluetooth Speaker - Black","B07HKQ6YGX","https://www.amazon.com/dp/B07HKQ6YGX","050036353397","","https://www.walmart.com/ip/472337782?selected=true","","1","149.95","0.00","","","11.995999999999999","149.95","Amazon","18.09","12","149.95","149.95","305","-18.090000000000003","-12","SPEAKERS","Login to SC",
"Hatch Rest Baby Night Light Sound Machine & Time-to-Rise","B06XMRCC94","https://www.amazon.com/dp/B06XMRCC94","852852007009","","https://www.walmart.com/ip/226699646?selected=true","","1","59.99","0.00","","","4.7992","59.99","Amazon","12.47","9","59.99","57.98","51","-12.469999999999999","-9","LAMP","Login to SC",
"Anova Culinary Sous Vide Nano Precision Cooker | Bluetooth | 750W | Anova App Included","B07C7PW3PC","https://www.amazon.com/dp/B07C7PW3PC","851607006427","","https://www.walmart.com/ip/578622045?selected=true","","1","127.96","0.00","","","10.236799999999999","127.96","Amazon","25.17","19.19","127.96","95.5","666","-25.17","-19.189999999999998","SOUS_VIDE_MACHINE","Login to SC",
"BLACK+DECKER Cordless Lithium Dustbuster Handheld Vacuum CHV1410L","B006LXOJC0","https://www.amazon.com/dp/B006LXOJC0","885911268707","","https://www.walmart.com/ip/23608480?selected=true","","1","59","0.00","","","4.72","59","Amazon","15.54","8.85","59","63.99","145","-15.54","-8.850000000000001","VACUUM_CLEANER","Login to SC",
"Focusrite Scarlett Solo 2-In 2-Out USB Audio Interface 3rd Generation","B07QR6Z1JB","https://www.amazon.com/dp/B07QR6Z1JB","815301005179","","https://www.walmart.com/ip/875988596?selected=true","","1","119.99","0.00","","","9.5992","119.99","Amazon","22.8","17.85","119.99","119","7","-22.799999999999997","-17.85000000000001","SOUND_AND_RECORDING_EQUIPMENT","Login to SC",
"Medify MA-40 Air Purifier - H13 HEPA - 99.9% Removal (White 1-Pack)","B07LGDYV3C","https://www.amazon.com/dp/B07LGDYV3C","860000833608","","https://www.walmart.com/ip/577368270?selected=true","","1","270","0.00","","","21.6","270","Amazon","61.699999999999996","40.5","270","270","2,449","-61.69999999999999","-40.5","AIR_PURIFIER","Login to SC",
"Roomba e5 Wi-Fi Connected Robot Vacuum Cleaner","B07QNM7YDM","https://www.amazon.com/dp/B07QNM7YDM","885155017475","","https://www.homedepot.com/p/iRobot-Roomba-e5-Wi-Fi-Connected-Robot-Vacuum-Cleaner-e515020/309460750","","1","349","0.00","","","27.92","299.99","Amazon","59.089999999999996","45","299.99","299.98","6,098","-108.1","-94.00999999999999","ROBOTIC_VACUUM_CLEANER","Login to SC",
"Shark Rotator Upright Vacuum Cleaner","B0091JG0LY","https://www.amazon.com/dp/B0091JG0LY","622356533027","","https://www.farmandfleet.com/products/839118-shark-rotator-upright-vacuum-cleaner.html","","1","279.99","N/A","","","22.3992","299.99","Amazon","66.2","45","299.99","346.04","9,382","-46.19999999999999","-25","VACUUM_CLEANER","Login to SC",
"Keurig K-Duo Single Serve K-Cup Pod & Carafe Coffee Maker Black","B07PC7MHQ8","https://www.amazon.com/dp/B07PC7MHQ8","611247379837","","https://www.walmart.com/ip/771473135?selected=true","","1","169.99","0.00","","","13.599200000000002","144.7","Amazon","39.489999999999995","21.71","144.7","143.95","1,322","-64.78000000000002","-47.00000000000003","COFFEE_MAKER","Login to SC",
"5.5 Qt. Grey XL Ninja Air Fryer Max (AF161)","B07S6529ZZ","https://www.amazon.com/dp/B07S6529ZZ","622356559133","","https://www.homedepot.com/p/NINJA-5-5-Qt-Grey-XL-Ninja-Air-Fryer-Max-AF161-AF161/311486222","","1","139.99","0.00","","","11.199200000000001","139.99","Amazon","37.26","21","139.99","180","843","-37.25999999999999","-21","AIR_FRYER","Login to SC",
"GoSports Regulation Size Natural Finish Wooden CornHole Set","B00HFAH9WU","https://www.amazon.com/dp/B00HFAH9WU","N/A","","https://www.overstock.com/Sports-Toys/GoSports-Regulation-Size-Natural-Finish-Wooden-CornHole-Set/14822163/product.html","","1","141.49","0.00","","","11.3192","127.67","Amazon","47.949999999999996","19.150000000000002","127.67","N/A","1,393","-61.77000000000001","-32.97000000000001","SPORTING_GOODS","Login to SC",
"Keurig K-Slim Single Serve K-Cup Pod Coffee Maker Brews 8 to 12oz. Cups Black","B083248S3B","https://www.amazon.com/dp/B083248S3B","611247385777","","https://www.walmart.com/ip/990248036?selected=true","","1","79.99","0.00","","","6.3991999999999996","79.99","Amazon","26.740000000000002","12","79.99","92.35","190","-26.740000000000002","-12","COFFEE_MAKER","Login to SC",
"RCA 3.2 Cu. Ft. Single Door Mini Fridge with Freezer RFR322 Platinum","B00IR8H55A","https://www.amazon.com/dp/B00IR8H55A","058465782481","","https://www.walmart.com/ip/410128909?selected=true","","1","195","0.00","","","15.6","169.99","Amazon","74.7","25.5","169.99","198.99","257","-99.71","-50.50999999999999","REFRIGERATOR","Login to SC",
"PerfecTemp 14-Cup Programmable Coffeemaker DCC-3200","B00MVWGQX0","https://www.amazon.com/dp/B00MVWGQX0","086279078537","","https://www.walmart.com/ip/441111811?selected=true","","1","146.5","0.00","","","11.72","81.67","Amazon","25.85","12.25","81.67","81.67","380","-90.68","-77.08","COFFEE_MAKER","Login to SC",
"Apple Magic Keyboard - US English","B016QO64FI","https://www.amazon.com/dp/B016QO64FI","888462650366","","https://www.walmart.com/ip/123324165?selected=true","","1","97.99","0.00","","","7.8392","97.99","Amazon","12.2","7.84","97.99","99","4","-12.200000000000003","-7.840000000000003","KEYBOARDS","Login to SC",
"Oster Pro 1200 Watt Kitchen Plus Blender with 24 oz Smoothie Cup","B00XHXN54K","https://www.amazon.com/dp/B00XHXN54K","034264479180","","https://www.walmart.com/ip/116052306?selected=true","","1","73.94","0.00","","","5.9152","59.99","Amazon","21.46","9","59.99","60.99","121","-35.41","-22.949999999999996","FOOD_BLENDER","Login to SC",
"Hoover Spotless Portable Carpet and Upholstery Cleaner","B01KIMOEW4","https://www.amazon.com/dp/B01KIMOEW4","N/A","","https://www.overstock.com/Home-Garden/Hoover-Spotless-Portable-Carpet-and-Upholstery-Cleaner/16696601/product.html","","1","104.49","0.00","","","8.3592","89.99","Amazon","29","13.5","N/A","141.05","222","-43.5","-28","HOME","Login to SC",
"Keurig K-Elite Single-Serve K-Cup Pod Coffee Maker with Iced Coffee Setting Strength Control and Hot Water on Demand Brushed Silver","B0788F3R8X","https://www.amazon.com/dp/B0788F3R8X","611247369449","","https://www.walmart.com/ip/564807397?selected=true","","1","162.99","0.00","","","13.039200000000001","160","Amazon","41.4","24","160","138.95","506","-44.390000000000015","-26.99000000000001","COFFEE_MAKER","Login to SC",
"cosori premium food dehydrator machine(50 free recipes) 6 stainless steel trays w/digital timer and temperature control for beefjerkyfruitdog treatsherbs2 year warrantyetl listed/fda compliant","B07PY5M579","https://www.amazon.com/dp/B07PY5M579","817915025208","","https://www.walmart.com/ip/130753709?selected=true","","1","250","0.00","","","20","159.99","Amazon","44.06","24","159.99","N/A","755","-134.07","-114.00999999999999","FOOD_DEHYDRATOR","Login to SC",
"Frigidaire 5000 BTU 115V Window-Mounted Mini-Compact Air Conditioner with Full-Function Remote Control White","B08G1VM7R7","https://www.amazon.com/dp/B08G1VM7R7","012505282973","","https://www.walmart.com/ip/204371903?selected=true","","1","179.95","0.00","","","14.395999999999999","179.95","Amazon","55","30","218","199.98","11,702","-55","-30","AIR_CONDITIONER","Login to SC",
"Professnl Lysol II Disinfectant Spray - 12/Carton","B006U7J3FU","https://www.amazon.com/dp/B006U7J3FU","N/A","","https://www.overstock.com/Office-Supplies/Professnl-Lysol-II-Disinfectant-Spray-12-Carton/2693581/product.html","","1","17.69","0.00","","","1.4152","71.99","Amazon","27.4","10.8","N/A","71.99","1,716","26.899999999999995","43.5","CLEANING_AGENT","Login to SC",
"Mika Micky Bedside Sleeper Easy Folding Portable CribGrey","B07J232RV4","https://www.amazon.com/dp/B07J232RV4","733810772002","","https://www.walmart.com/ip/895019190?selected=true","","1","205.69","0.00","","","16.4552","176.98","Amazon","50.41","26.55","176.98","N/A","900","-79.12","-55.26000000000002","BED_RAIL","Login to SC",
"1080p HD Wi-Fi Wired and Wireless Video Doorbell 3 Smart Home Camera Removable Battery Works with Alexa","B0849J7W5X","https://www.amazon.com/dp/B0849J7W5X","842861112313","","https://www.homedepot.com/p/Ring-1080p-HD-Wi-Fi-Wired-and-Wireless-Video-Doorbell-3-Smart-Home-Camera-Removable-Battery-Works-with-Alexa-8VRSLZ-0EN0/312831527","","1","179.99","0.00","","","14.3992","179.99","Amazon","32.06","27","179.99","N/A","14","-32.06","-27","VDO_DEVICES","Login to SC",
"RCA 3.2 Cu Ft Two Door Mini Fridge with Freezer RFR835 Black","B00Q477Z5Q","https://www.amazon.com/dp/B00Q477Z5Q","058465793920","","https://www.walmart.com/ip/774933334?selected=true","","1","230","0.00","","","18.4","199.99","Amazon","85.44","30","199.99","299.98","1,072","-115.44999999999999","-60.00999999999999","REFRIGERATOR","Login to SC",
"Keurig K155 Commerical Brewing System with Bonus K-Cup Portion Trial Pack","B00DWKEHU4","https://www.amazon.com/dp/B00DWKEHU4","649645201559","","https://www.walmart.com/ip/142744040?selected=true","","1","292.98","0.00","","","23.4384","244.92","Amazon","55.66","36.74","244.92","347.49","3,565","-103.72000000000003","-84.80000000000004","COFFEE_MAKER","Login to SC",
"Endura Reach Bagless Upright Vacuum Cleaner","B07G2QQJTS","https://www.amazon.com/dp/B07G2QQJTS","046034903801","","https://www.homedepot.com/p/Dirt-Devil-Endura-Reach-Bagless-Upright-Vacuum-Cleaner-UD20124/307994811","","1","61.67","0.00","","","4.9336","N/A","Amazon","27.79","9.25","61.67","79.99","587","-27.79","-9.25","VACUUM_CLEANER","Login to SC",
"20 Volt Max Comp Drill/Driver","B00ET5VMTU","https://www.amazon.com/dp/B00ET5VMTU","N/A","","https://www.zoro.com/i/G6493025","","1","194.33","0.00","","","15.5464","99","Amazon","18.57","11.88","99","107.95","267","-113.9","-107.21000000000001","DRILL","Login to SC",
"Shark HV302 Rocket Ultra-Light Corded Bagless Vacuum for Carpet and Hard Floor Cleaning","B00EUKHACW","https://www.amazon.com/dp/B00EUKHACW","622356534970","","https://www.walmart.com/ip/47318299?selected=true","","1","158.95","0.00","","","12.716","159.99","Amazon","41.4","24","159.99","169","3,103","-40.359999999999985","-22.95999999999998","VACUUM_CLEANER","Login to SC",
"Hathaspace Smart True HEPA Air Purifier 5-in-1 Large Room Air Cleaner & Deodorizer for Allergies Pets Asthma Smokers and Odors 700 Sq Ft Coverage – HSP001","B075ZZND8B","https://www.amazon.com/dp/B075ZZND8B","861806000430","","https://www.walmart.com/ip/507516604?selected=true","","1","179","0.00","","","14.32","199.99","Amazon","47.02","30","199.99","N/A","3,850","-26.03","-9.009999999999991","AIR_PURIFIER","Login to SC",
"Spa Sensations by Zinus 6” Green Tea Memory Foam Mattress Twin","B01MR51N1S","https://www.amazon.com/dp/B01MR51N1S","841550099669","","https://www.walmart.com/ip/140111204?selected=true","","1","153","0.00","","","12.24","148.74","Amazon","49.21","22.31","148.74","174.88","17","-53.47","-26.569999999999993","MATTRESS","Login to SC",
"Hoover FH52000 SmartWash+ Automatic Carpet Cleaner","B07DTKXTXV","https://www.amazon.com/dp/B07DTKXTXV","073502045459","","https://www.walmart.com/ip/901855512?selected=true","","1","198","0.00","","","15.84","N/A","Amazon","56.22","29.7","198","269.99","2,655","-56.22","-29.69999999999999","HOME","Login to SC",
"Eufy RoboVac 15C MAX - Vacuum cleaner - robotic - bagless - black","B07RGDFZ5Q","https://www.amazon.com/dp/B07RGDFZ5Q","848061058406","","https://www.walmart.com/ip/802204589?selected=true","","1","203.99","0.00","","","16.319200000000002","N/A","Amazon","33.99","26.4","175.99","249.84","4,853","-61.99000000000001","-54.400000000000006","ROBOTIC_VACUUM_CLEANER","Login to SC",
"Hessaire MC18M Indoor/Outdoor Portable 500 Sq Ft Evaporative Swamp Air Cooler","B078HFGJ3T","https://www.amazon.com/dp/B078HFGJ3T","818015024061","","https://www.walmart.com/ip/716070521?selected=true","","1","163.37","0.00","","","13.069600000000001","N/A","Amazon","53.18","24.38","163.37","162.55","5,602","-54","-25.19999999999999","AIR_COOLER","Login to SC",
"Oreck Commercial XL2100RHS Upright Vacuum Cleaner","B001NDNV18","https://www.amazon.com/dp/B001NDNV18","743808229012","","https://www.walmart.com/ip/21190412?selected=true","","1","132.99","0.00","","","10.6392","N/A","Amazon","31.08","15.96","132.99","139.99","490","-31.08","-15.960000000000008","VACUUM_CLEANER","Login to SC",
"Instant Pot 10-Quart Vortex Plus Air Fryer Toaster Oven​ Combo 7-in-1 Oil-Less Cooker for Rotisserie Roast Crisp Broil Toast Cook Bake Reheat & Dehydrate","B07VM28XTR","https://www.amazon.com/dp/B07VM28XTR","857561008644","","https://www.walmart.com/ip/461120825?selected=true","","1","123.39","0.00","","","9.8712","N/A","Amazon","36.77","17.85","119","N/A","405","-41.16000000000001","-22.239999999999995","AIR_FRYER","Login to SC",
"ecobee3 Lite Smart Thermostat 2.0 No Hub Required","B06W56TBLN","https://www.amazon.com/dp/B06W56TBLN","627988303154","","https://www.walmart.com/ip/264743623?selected=true","","1","168.5","0.00","","","13.48","169","Amazon","29.13","24.07","169","160.48","1,462","-28.629999999999995","-23.569999999999993","HVAC_CONTROL_THERMOSTAT","Login to SC",
"toshiba em925a5a-bs microwave oven with sound on/off eco mode and led lighting 0.9 cu.ft black stainless","B072JML2GZ","https://www.amazon.com/dp/B072JML2GZ","839724015485","","https://www.walmart.com/ip/114777838?selected=true","","1","110.84","0.00","","","8.8672","93.97","Amazon","36.44","14.1","93.97","119.69","149","-53.31","-30.97","MICROWAVE_OVEN","Login to SC",
"Zinus Abel 14 Inch Metal Platform Bed Frame / Mattress Foundation / No Box Spring Needed / Steel Slat Support / Easy Quick Lock Assembly King","B074QWVHDJ","https://www.amazon.com/dp/B074QWVHDJ","841550210972","","https://www.walmart.com/ip/269418729?selected=true","","1","123.68","0.00","","","9.894400000000001","99","Amazon","44.94","14.85","99","133.31","669","-69.62","-39.53","BED_FRAME","Login to SC",
"Ninja AG301 Foodi 5-in-1 Indoor Grill with 4-Quart Air Fryer","B07S76WBGF","https://www.amazon.com/dp/B07S76WBGF","622356557795","","https://www.walmart.com/ip/285511080?selected=true","","1","189","0.00","","","15.12","209.99","Amazon","52.32","31.5","209.99","302.49","1,317","-31.329999999999984","-10.509999999999991","BARBECUE_GRILL","Login to SC",
"IRIS Stack & Pull Plastic Storage Bin (Pack of 6)","B00CQGTGXS","https://www.amazon.com/dp/B00CQGTGXS","N/A","","https://www.overstock.com/Home-Garden/IRIS-12-qt.-26-qt.-or-54-qt.-Stack-Pull-Plastic-Storage-Bin-Pack-of-6/17097261/product.html","","1","39.99","0.00","","","3.1992000000000003","89.99","Amazon","45.72","13.5","89.99","89.99","243","4.279999999999994","36.49999999999999","STORAGE_BOX","Login to SC",
"iTouchless SoftStep 13.2 Gallon Stainless Steel Step Trash Can 50 Liter Pedal Kitchen Trash Can","B0733Z42S2","https://www.amazon.com/dp/B0733Z42S2","814839020500","","https://www.walmart.com/ip/754456531?selected=true","","1","99.99","0.00","","","7.999199999999999","N/A","Amazon","45.55","13.33","88.88","129.99","163","-56.66","-24.439999999999998","TRASH_CAN","Login to SC",
"MIDEA MAW06R1BWT Window Air Conditioner 6000 BTU Easycool AC (Cooling Dehumidifier and Fan Functions) for Rooms up to 250 Sq ft. with Remote Control 6000 White","B07PDXKDZH","https://www.amazon.com/dp/B07PDXKDZH","810004811881","","https://www.walmart.com/ip/543982817?selected=true","","1","251.45","0.00","","","20.116","N/A","Amazon","58.25","31.35","209","294.88","2,661","-100.69999999999999","-73.79999999999998","AIR_CONDITIONER","Login to SC",
"Hamilton Beach FlexBrew 2-Way Brewer Programmable Coffee Maker (49976) with Assorted K Cup Sampler","B06Y2WCHDV","https://www.amazon.com/dp/B06Y2WCHDV","843342139423","","https://www.walmart.com/ip/777164595?selected=true","","1","121.95","0.00","","","9.756","94.99","Amazon","31.65","14.25","99","94.99","1,835","-58.61000000000001","-41.21000000000001","COFFEE_MAKER","Login to SC",
"Sauder Storage Cabinet Cinnamon Cherry Finish","B01LXHFQMX","https://www.amazon.com/dp/B01LXHFQMX","042666010115","","https://www.walmart.com/ip/53233373?selected=true","","1","162.49","0.00","","","12.9992","162.49","Amazon","66.55","24.37","162.49","176.34","4,349","-66.55","-24.370000000000005","CABINET","Login to SC",
"olee sleep 10 in aquarius memory foam mattress twin 10fm02t","B073VMTFCC","https://www.amazon.com/dp/B073VMTFCC","889860001309","","https://www.walmart.com/ip/908895991?selected=true","","1","197.22","0.00","","","15.7776","172.56","Amazon","54.3","25.88","172.56","195","496","-78.96","-50.53999999999999","MATTRESS","Login to SC",
"Original Kettle Premium 22 Charcoal Grill","B00MKB5TXA","https://www.amazon.com/dp/B00MKB5TXA","077924032479","","https://www.walmart.com/ip/42432677?selected=true","","1","167.49","0.00","","","13.3992","N/A","Amazon","57.73","24.75","165","175","1,030","-60.22","-27.24000000000001","BARBECUE_GRILL","Login to SC",
"Baracuda G3 Advanced Suction Side Automatic Pool Cleaner W03000","B002HRET3S","https://www.amazon.com/dp/B002HRET3S","746823030007","","https://www.walmart.com/ip/36740780?selected=true","","1","216.99","0.00","","","17.3592","216.99","Amazon","57.17","32.55","216.99","216.99","1,634","-57.170000000000016","-32.55000000000001","OUTDOOR_LIVING","Login to SC",
"McCulloch Deluxe Canister Deep Clean Multi-Floor Steam Cleaner System | MC1385","B00G00BTEA","https://www.amazon.com/dp/B00G00BTEA","047171013859","","https://www.walmart.com/ip/104871504?selected=true","","1","199.99","0.00","","","15.9992","N/A","Amazon","53.86","30","199.99","199.99","6,039","-53.860000000000014","-30","STEAM_CLEANER","Login to SC",
"T-fal Hard Anodized Cookware Set Nonstick Pots and Pans Set 17 Piece Thermo-Spot Heat Indicator Black","B00TQJWF1I","https://www.amazon.com/dp/B00TQJWF1I","032406055629","","https://www.walmart.com/ip/164407310?selected=true","","1","186.15","0.00","","","14.892000000000001","N/A","Amazon","48.21","26.25","176.95","175","4,821","-59.360000000000014","-37.400000000000006","SAUTE_FRY_PAN","Login to SC",
"iRobot Roomba 614 Robot Vacuum","B00IPEZKBW","https://www.amazon.com/dp/B00IPEZKBW","885155010766","","https://www.walmart.com/ip/757304256?selected=true","","1","224","0.00","","","17.92","224","Amazon","47.309999999999995","33.6","224","224","4,726","-47.31","-33.599999999999994","ROBOTIC_VACUUM_CLEANER","Login to SC",
"linenspa 3 inch gel infused memory foam mattress topper - queen size","B07MY34QH7","https://www.amazon.com/dp/B07MY34QH7","840008301927","","https://www.walmart.com/ip/429984630?selected=true","","1","108.95","0.00","","","8.716000000000001","N/A","Amazon","33.559999999999995","13.5","89.99","134.98","18","-52.52","-32.46000000000001","MATTRESS_COVER","Login to SC",
"Nintendo Switch Pro Controller Black","B01NAWKYZ0","https://www.amazon.com/dp/B01NAWKYZ0","045496590161","","https://www.walmart.com/ip/55485228?selected=true","","1","53","0.00","","","4.24","N/A","Amazon","15.01","10.65","59","67","48","-9.009999999999998","-4.649999999999999","VIDEO_GAME_ACCESSORIES","Login to SC",
"Hodedah 7-Drawer Chest with Locks on 2-Top Drawers White","B079V2CSBS","https://www.amazon.com/dp/B079V2CSBS","810179030254","","https://www.walmart.com/ip/479017802?selected=true","","1","152.2","0.00","","","12.175999999999998","152.2","Amazon","81","22.83","N/A","174.55","1,817","-81","-22.829999999999984","HOME_FURNITURE_AND_DECOR","Login to SC",
"APEC Ultra Safe Reverse Osmosis Drinking Water Filter System (ESSENCE ROES-50)","B00I0ZGOZM","https://www.amazon.com/dp/B00I0ZGOZM","854961005051","","https://www.walmart.com/ip/112735235?selected=true","","1","199.95","0.00","","","15.995999999999999","199.95","Amazon","53.47","29.99","199.95","N/A","1,894","-53.47","-29.99000000000001","WATER_PURIFICATION_UNIT","Login to SC",
"Honeywell QuietSet Tower Whole Room Tower Fan HYF260W White","B01N2P6V5P","https://www.amazon.com/dp/B01N2P6V5P","092926002602","","https://www.walmart.com/ip/48981510?selected=true","","1","49.99","0.00","","","3.9992","49.99","Amazon","23.76","7.5","49.99","65.5","118","-23.76","-7.5","ELECTRIC_FAN","Login to SC",
