 Product Name,ASIN,Marketplace URL,UPC,SKU,Source URL,Handling Time,Bundle Qty,Source Price,Shipping Cost,Listed By,Initial price to list on Amazon,Tax,Buy Box,Marketplace,Amazon Fee FBA,Amazon Fee FBM,Lowest FBA,Lowest FBM,Sales Rank,Profit (FBA),Profit (FBM),Category,Approved for selling,
"NatureWise Vitamin D3 5000IU 360 Ct","B00GB85JR4","https://www.amazon.com/dp/B00GB85JR4","858081006042","","https://www.walmart.com/ip/110080596?selected=true","","1","9.48","5.99","","","0.7584000000000001","14.99","Amazon","5.72","2.25","14.99","17.75","22","-6.200000000000001","-2.7300000000000004","VITAMIN","Yes",
"Kamado Joe Classic II 18 inch Charcoal Grill in Blaze Red","B01INNA89S","https://www.amazon.com/dp/B01INNA89S","811738021447","","https://www.walmart.com/ip/764577508?selected=true","","1","1215.2","0.00","","","97.21600000000001","1299","Amazon","490.96","194.85","1299","1299","7,879","-407.1600000000001","-111.04999999999995","BARBECUE_GRILL","Yes",
"Sports Research Collagen Peptides Unflavored 16 oz (454 g) Protein Powder","B00XQ2XGAA","https://www.amazon.com/dp/B00XQ2XGAA","023249010180","","https://www.walmart.com/ip/287455166?selected=true","","1","28","5.99","","","2.24","27.95","Amazon","9.14","4.19","27.95","29.95","37","-15.180000000000003","-10.230000000000004","NUTRITIONAL_SUPPLEMENT","Login to SC",
"Shark IQ Robot Vacuum with Self-Empty Base RV1001AE","B07S864GPW","https://www.amazon.com/dp/B07S864GPW","622356559331","","https://www.walmart.com/ip/423397973?selected=true","","1","424.16","0.00","","","33.9328","519.01","Amazon","98.4","77.85","519","549","8,043","-3.5500000000000114","16.999999999999943","ROBOTIC_VACUUM_CLEANER","Login to SC",
"Garmin Instinct - Rugged GPS Watch Graphite","B07HYX9P88","https://www.amazon.com/dp/B07HYX9P88","753759209605","","https://www.walmart.com/ip/385094950?selected=true","","1","199.99","0.00","","","15.9992","199","Amazon","19.5","15.92","199","203.42","600","-20.49000000000001","-16.909999999999997","GPS_OR_NAVIGATION_SYSTEM","Login to SC",
"EveryDrop Ice and Water Refrigerator Filter 1 OEM Replacement NEW Package Security Hologram","B00UXG4WR8","https://www.amazon.com/dp/B00UXG4WR8","883049361901","","https://www.walmart.com/ip/45836708?selected=true","","1","47.84","0.00","","","3.8272000000000004","43.49","Amazon","10.16","6.52","43.49","N/A","11","-14.510000000000005","-10.870000000000005","POTABLE_WATER_FILTER","Login to SC",
"[3 Pack] Screen Protector Tempered Glass for Nintendo Switch iVoler Transparent HD Clear Anti-Scratch Screen Protector Compatible Nintendo Switch NEW","B0795GHTBC","https://www.amazon.com/dp/B0795GHTBC","663274626866","","https://www.walmart.com/ip/422749378?selected=true","","1","7.7","5.99","","","0.616","5.95","Amazon","3.59","0.89","5.95","N/A","50","-11.330000000000002","-8.63","SCREEN_PROTECTOR","Yes",
"Keurig K-Cafe Single Serve K-Cup Coffee Maker Latte Maker and Cappuccino Maker Dark Charcoal","B07C1XC3GF","https://www.amazon.com/dp/B07C1XC3GF","611247375228","","https://www.walmart.com/ip/666725766?selected=true","","1","169.51","0.00","","","13.560799999999999","169.5","Amazon","44","25.08","169.51","167.17","1,445","-44.00999999999999","-25.089999999999975","COFFEE_MAKER","No",
"WallPops The Luckiest Day Wall Art Kit","B07Z6XB1MG","https://www.amazon.com/dp/B07Z6XB1MG","091212610156","","https://www.walmart.com/ip/184389262?selected=true","","1","29.69","5.99","","","2.3752","29.69","Amazon","13.49","4.45","29.69","42.37","60,209","-19.479999999999997","-10.439999999999998","STICKER_DECAL","Yes",
"Redragon S101 Vajra USB Gaming Keyboard with Centrophorus USB Gaming Mouse","B00NLZUM36","https://www.amazon.com/dp/B00NLZUM36","780411789670","","https://www.walmart.com/ip/942914907?selected=true","","1","33.85","5.99","","","2.708","29.99","Amazon","8.08","2.4000000000000004","29.99","36.94","25","-17.930000000000007","-12.250000000000007","KEYBOARD_MOUSE_SET","Yes",
"Ecosmart ECO 18 Electric Tankless Water Heater 18 KW at 240 Volts with Patented Self Modulating Technology","B0047V0KSU","https://www.amazon.com/dp/B0047V0KSU","854920002053","","https://www.walmart.com/ip/502405252?selected=true","","1","350","0.00","","","28","353","Amazon","66.48","52.5","353","350","6,440","-63.48000000000002","-49.5","WATER_HEATER","Yes",
"Glad ForceFlex Tall Kitchen Drawstring Trash Bags - 13 Gallon Trash Bag Fresh Clean scent with Febreze Freshness - 110 Count","B00FQT4LX2","https://www.amazon.com/dp/B00FQT4LX2","012587785546","","https://www.walmart.com/ip/24553273?selected=true","","1","10","5.99","","","0.8","17.39","Amazon","8.89","2.6100000000000003","17.39","17.99","54","-7.49","-1.209999999999999","WASTE_BAG","Yes",
"CeraVe Moisturizing Cream 19 Ounce","B00TTD9BRC","https://www.amazon.com/dp/B00TTD9BRC","301871373195","","https://www.walmart.com/ip/191266589?selected=true","","1","19.37","5.99","","","1.5496","15.28","Amazon","7.24","2.29","15.28","15.5","10","-17.32","-12.370000000000001","SKIN_MOISTURIZER","Yes",
"AC Adapter for Nintendo DS","B008MIGV1E","https://www.amazon.com/dp/B008MIGV1E","813048012153","","https://www.walmart.com/ip/125957819?selected=true","","1","7.21","5.99","","","0.5768","4.99","Amazon","6.02","2.55","4.99","8.27","88","-14.229999999999999","-10.759999999999998","CHARGING_ADAPTER","Yes",
"Zarbees Naturals Childrens Sleep with Melatonin Natural Berry 50 Gummies","B01MAWIGWT","https://www.amazon.com/dp/B01MAWIGWT","858438005438","","https://www.walmart.com/ip/149325400?selected=true","","1","13.5","5.99","","","1.08","13.5","Amazon","5.67","2.03","13.5","13.39","17","-11.660000000000002","-8.020000000000001","HEADPHONES","No",
"Klutz Book of Paper Airplanes","1570548307","https://www.amazon.com/dp/1570548307","730767483074","","https://www.walmart.com/ip/10285419?selected=true","","1","15.99","5.99","","","1.2792000000000001","15.99","Amazon","7.35","2.4","15.99","18.49","18","-13.34","-8.39","NON_RIDING_TOY_VEHICLE","No",
"Logitech M510 Wireless Mouse & Unifying Receiver - Black (Refurbished)","B011DG5B4E","https://www.amazon.com/dp/B011DG5B4E","635934440419","","https://www.walmart.com/ip/825069633?selected=true","","1","32.9","5.99","","","2.6319999999999997","19.99","Amazon","5.24","1.6","N/A","N/A","299","-24.14","-20.500000000000004","INPUT_MOUSE","No",
"Lamaze Peek-a-Boo Forest Soft Book","B0043D28B4","https://www.amazon.com/dp/B0043D28B4","796714279015","","https://www.walmart.com/ip/20580358?selected=true","","1","19.88","5.99","","","1.5903999999999998","14.99","Amazon","5.72","2.25","14.99","N/A","N/A","-16.599999999999998","-13.129999999999997","BABY_PRODUCT","No",
"Zumba 101 - Cant Dance [DVD]","B017I0QZ80","https://www.amazon.com/dp/B017I0QZ80","888562071894","","https://www.walmart.com/ip/142080496?selected=true","","1","13.39","5.99","","","1.0712000000000002","9.99","Amazon","4.2","1.5","9.99","9.84","215","-13.590000000000003","-10.890000000000002","SPORTING_GOODS","Yes",
"redragon k552 kumara led backlit mechanical gaming keyboard (black)","B016MAK38U","https://www.amazon.com/dp/B016MAK38U","796594786894","","https://www.walmart.com/ip/698767073?selected=true","","1","31.83","5.99","","","2.5463999999999998","27.99","Amazon","7.92","2.24","27.99","74.99","68","-17.75","-12.07","KEYBOARDS","Yes",
"ECO 36 Tankless Electric Water Heater 36 kW 240 V","B00M05IUE6","https://www.amazon.com/dp/B00M05IUE6","854920002350","","https://www.homedepot.com/p/EcoSmart-ECO-36-Tankless-Electric-Water-Heater-36-kW-240-V-ECO-36/205610800","","1","599","0.00","","","47.92","599","Amazon","120.17","89.85","599","599.99","82,973","-120.17000000000002","-89.85000000000002","WATER_HEATER","Yes",
"Melissa & Doug Childrens Book - Poke-A-Dot: The Wheels on the Bus Wild Safari (Board Book with Buttons to Pop)","1601694202","https://www.amazon.com/dp/1601694202","000772313483","","https://www.walmart.com/ip/387313500?selected=true","","1","10.99","5.99","","","0.8792","10.99","Amazon","7.33","1.65","10.99","11.43","75","-13.32","-7.640000000000001","TOYS_AND_GAMES","No",
"Expo Low Odor Dry Erase Markers Ultra Fine Tip Assorted 8 Count","B00I8OBAOU","https://www.amazon.com/dp/B00I8OBAOU","071641072961","","https://www.walmart.com/ip/44873874?selected=true","","1","7.99","5.99","","","0.6392","6.99","Amazon","3.75","1.05","6.99","9.17","6","-10.74","-8.04","MARKING_PEN","Yes",
"Justice League Unlimited: The Complete Series (Blu-ray)","B015WU6DQW","https://www.amazon.com/dp/B015WU6DQW","888574328245","","https://www.walmart.com/ip/49689344?selected=true","","1","23.65","5.99","","","1.892","24.99","Amazon","8.25","5.55","24.99","26.87","2,675","-12.900000000000002","-10.200000000000003","TOY_FIGURE","No",
"BEBONCOOL PS4 Controller Charger DualShock 4 Controller USB Charging Station Dock PlayStation 4 Charging Station for Sony P","B071WNWHZ7","https://www.amazon.com/dp/B071WNWHZ7","652042629628","","https://www.walmart.com/ip/342429168?selected=true","","1","17.48","5.99","","","1.3984","13.99","Amazon","5.74","2.0999999999999996","13.99","N/A","38","-15.219999999999999","-11.579999999999998","CHARGING_ADAPTER","No",
"Klutz Cats Cradle A Book of String Figures Printed Book","1878257536","https://www.amazon.com/dp/1878257536","730767575366","","https://www.walmart.com/ip/17176181?selected=true","","1","11.49","5.99","","","0.9192","9.99","Amazon","4.34","1.5000000000000002","9.99","13.1","27","-11.83","-8.99","TOY_FIGURE","No",
"Command Ph206-14Na Heavy Duty Strips Picture Hanging Material","B073XR4X72","https://www.amazon.com/dp/B073XR4X72","638060078600","","https://www.walmart.com/ip/977451396?selected=true","","1","14.52","5.99","","","1.1616","12.22","Amazon","4.53","1.83","11.5","9.45","2","-12.819999999999997","-10.119999999999997","FABRIC","Yes",
"AquaSonic Black Series Ultra Whitening Toothbrush - 8 DuPont Brush Heads & Travel Case Included - Ultra Sonic 40000 VPM Motor & Wireless Charging - 4 Modes w Smart Timer - Modern Electric Toothbrush","B072YVWBXH","https://www.amazon.com/dp/B072YVWBXH","709311881482","","https://www.walmart.com/ip/743469637?selected=true","","1","36.95","0.00","","","2.9560000000000004","36.95","Amazon","10.6","5.54","N/A","N/A","69","-10.600000000000001","-5.539999999999999","TOOTHBRUSH","Yes",
"PowerA Joy-Con Comfort Grip for Nintendo Switch - Black","B01MS7YUA7","https://www.amazon.com/dp/B01MS7YUA7","617885015847","","https://www.walmart.com/ip/609872872?selected=true","","1","9.88","5.99","","","0.7904000000000001","N/A","Amazon","6.75","3.28","9.88","20.29","110","-12.74","-9.27","VIDEO_GAME_ACCESSORIES","Yes",
"Workman Publishing Paint By Sticker Kids Under The Sea","1523500387","https://www.amazon.com/dp/1523500387","019628189417","","https://www.walmart.com/ip/55617369?selected=true","","1","12.34","5.99","","","0.9872","N/A","Amazon","5.98","3.14","8.95","11.13","778","-15.36","-12.52","STICKER_DECAL","Yes",
"Big Workbook-First Grade","088743147X","https://www.amazon.com/dp/088743147X","076645063175","","https://www.walmart.com/ip/19759606?selected=true","","1","15.43","5.99","","","1.2344","N/A","Amazon","7.78","2.83","6.89","11.55","802","-22.310000000000002","-17.360000000000003","TOYS_AND_GAMES","Yes",
"Original HP 63XL High Yield Black Ink CartridgeF6U64AN","B00WJDWGA8","https://www.amazon.com/dp/B00WJDWGA8","N/A","","https://www.overstock.com/Electronics/Original-HP-63XL-High-Yield-Black-Ink-Cartridge-F6U64AN/23444161/product.html","","1","35.99","0.00","","","2.8792","39.89","Amazon","9.45","5.98","39.89","39.89","13","-5.550000000000001","-2.0800000000000054","INKJET_PRINTER_INK","No",
"Linksys N600 Wi-Fi Router (E2500-RM)","B005S0BYQ6","https://www.amazon.com/dp/B005S0BYQ6","745883594139","","https://www.walmart.com/ip/34942089?selected=true","","1","36.3","0.00","","","2.904","22.96","Amazon","7.82","1.84","22.96","N/A","7,539","-21.159999999999997","-15.179999999999996","NETWORKING_ROUTER","No",
"Glad for Pets Black Charcoal Puppy Pads Potty Training Pads that absorb & Neutralize Urine Instantly New & Improved Quality 100 count","B01LWS9514","https://www.amazon.com/dp/B01LWS9514","742797781921","","https://www.walmart.com/ip/171621124?selected=true","","1","18.53","5.99","","","1.4824000000000002","18.53","Amazon","10.56","2.78","18.53","18.79","3","-16.550000000000004","-8.770000000000001","PET_SUPPLIES","Yes",
"Carson Dellosa Mini Posters: Growth Mindset Quotes Classroom Décor 12 Pieces","1483856356","https://www.amazon.com/dp/1483856356","044222280055","","https://www.walmart.com/ip/153536535?selected=true","","1","12","5.99","","","0.96","8.49","Amazon","5.77","3.07","N/A","12.62","314","-15.270000000000001","-12.570000000000002","WALL_ART","Yes",
"Canarm ICH282B0525 Summerside 5 Light 25 Wide Taper Candle Globe Chandelier","B00LB0ALN4","https://www.amazon.com/dp/B00LB0ALN4","062345350172","","https://www.walmart.com/ip/40652671?selected=true","","1","201.99","0.00","","","16.159200000000002","151.69","Amazon","52.31","22.75","151.69","213.13","68,674","-102.61000000000001","-73.05000000000001","LIGHT_FIXTURE","Yes",
"Scholastic Instant Personal Poster Sets Read All About Me 17 x 22 30/Pack -SHS0439152852","0439152852","https://www.amazon.com/dp/0439152852","078073152858","","https://www.walmart.com/ip/19315189?selected=true","","1","19.34","5.99","","","1.5472","21.22","Amazon","9.93","4.9799999999999995","N/A","21.22","1,207","-14.04","-9.09","WALL_ART","Yes",
"Razer Kraken X Multi-Platform Wired Gaming Headset - Black","B07RMC5BRL","https://www.amazon.com/dp/B07RMC5BRL","811659032867","","https://www.walmart.com/ip/323390578?selected=true","","1","37","0.00","","","2.96","N/A","Amazon","9.08","3.0999999999999996","38.75","40","42","-7.329999999999998","-1.3500000000000014","HEADPHONES","No",
"BioSchwartz Premium Ultra Pure Turmeric Curcumin with Bioperine 1500mg 90 vegetarian capsules","B01DBTFO98","https://www.amazon.com/dp/B01DBTFO98","737212751023","","https://www.walmart.com/ip/123055246?selected=true","","1","18.87","5.99","","","1.5096","18.79","Amazon","6.29","2.82","18.79","24.95","71","-12.36","-8.89","HERBAL_SUPPLEMENT","Yes",
"Luigis Mansion 3 Nintendo Nintendo Switch","B07SK4W1VJ","https://www.amazon.com/dp/B07SK4W1VJ","045496596408","","https://www.walmart.com/ip/270679640?selected=true","","1","49.94","0.00","","","3.9951999999999996","N/A","Amazon","11.99","9.29","49.94","54.99","71","-11.990000000000002","-9.29","HEADPHONES","No",
"Graco Pack n Play Portable Playard Aspery","B00LVMSU0S","https://www.amazon.com/dp/B00LVMSU0S","047406129058","","https://www.walmart.com/ip/51723065?selected=true","","1","49.49","0.00","","","3.9592","49.49","Amazon","24.06","7.42","49.49","58.92","313","-24.06","-7.420000000000002","PLAYARD","Yes",
"Garmin Forerunner 35 GPS Running Watch","B01KPUHBK6","https://www.amazon.com/dp/B01KPUHBK6","753759161927","","https://www.walmart.com/ip/54319410?selected=true","","1","99.99","0.00","","","7.999199999999999","99","Amazon","18.43","14.85","99","99.99","376","-19.42","-15.83999999999999","GPS_OR_NAVIGATION_SYSTEM","No",
"Accent Pocket Style Highlighter Chisel Tip Assorted Ink 12 Per Set","B002BA5WMI","https://www.amazon.com/dp/B002BA5WMI","638084832868","","https://www.walmart.com/ip/473037844?selected=true","","1","7.14","5.99","","","0.5711999999999999","5.47","Amazon","4.29","0.82","5.47","4.55","6","-11.95","-8.48","MARKING_PEN","Yes",
"Alita: Battle Angel (4K Ultra HD + Digital Copy)","B07MS5B7NS","https://www.amazon.com/dp/B07MS5B7NS","024543520177","","https://www.walmart.com/ip/531645804?selected=true","","1","19","5.99","","","1.52","N/A","Amazon","8.75","5.279999999999999","26.19","23.19","4,228","-10.55","-7.079999999999998","SHOES","No",
"Rubbermaid - 2063704 Rubbermaid Easy Find Vented Lids Food Storage Containers Set of 21 (42 Pieces Total) Racer Red 42 Piece","B07PSKSG1M","https://www.amazon.com/dp/B07PSKSG1M","071691517580","","https://www.walmart.com/ip/913072322?selected=true","","1","24.8","5.99","","","1.984","25.99","Amazon","11.08","3.9","25.99","30.9","12","-15.88","-8.7","JAR","Yes",
"Band of Brothers (DVD)","B07DCGPT27","https://www.amazon.com/dp/B07DCGPT27","883929461578","","https://www.walmart.com/ip/44487616?selected=true","","1","19.96","5.99","","","1.5968","N/A","Amazon","8.6","4.96","35.21","33.06","4,169","-1.490000000000002","2.1499999999999986","OFFICE_PRODUCTS","Yes",
"Scotch Heavy Duty Shipping Packaging Tape Dispensers 6 Pack Clear 1.88 x 22.2 Yard 1.5 Core","B000J07BRQ","https://www.amazon.com/dp/B000J07BRQ","051131862838","","https://www.walmart.com/ip/14935484?selected=true","","1","14.27","5.99","","","1.1416","13.99","Amazon","7.05","2.1","13.99","16.32","22","-13.319999999999997","-8.369999999999997","ADHESIVE_TAPES","Yes",
"Logitech G502 Lightspeed Wireless Gaming Mouse","B07L4BM851","https://www.amazon.com/dp/B07L4BM851","097855145246","","https://www.walmart.com/ip/616429419?selected=true","","1","119.99","0.00","","","9.5992","N/A","Amazon","13.96","9.6","119.99","149","239","-13.959999999999994","-9.599999999999994","INPUT_MOUSE","Yes",
"WaterWipes Sensitive Baby Wipes Fragrance-Free 540 Count","B008KJQMA0","https://www.amazon.com/dp/B008KJQMA0","666522041374","","https://www.walmart.com/ip/46951509?selected=true","","1","26.63","5.99","","","2.1304","26.62","Amazon","12.07","3.99","26.62","39.12","3","-18.069999999999997","-9.989999999999995","SKIN_CLEANING_WIPE","No",
"SteelSeries Arctis Pro Headset 61483","B07RJHH6Q8","https://www.amazon.com/dp/B07RJHH6Q8","813682023577","","https://www.walmart.com/ip/730931225?selected=true","","1","221","0.00","","","17.68","N/A","Amazon","35.85","30.06","188.41","199.99","249","-68.44","-62.650000000000006","HEADPHONES","Yes",
