 Product Name,ASIN,Marketplace URL,UPC,SKU,Source URL,Handling Time,Bundle Qty,Source Price,Shipping Cost,Listed By,Initial price to list on Amazon,Tax,Buy Box,Marketplace,Amazon Fee FBA,Amazon Fee FBM,Lowest FBA,Lowest FBM,Sales Rank,Profit (FBA),Profit (FBM),Category,Approved for selling,
"The Lion King (DVD)","B071G3X2GF","https://www.amazon.com/dp/B071G3X2GF","786936853773","","https://www.walmart.com/ip/145304315?selected=true","","1","14.86","5.99","","","1.1887999999999999","14.76","Amazon","6.71","4.01","14.76","19.98","756","-12.8","-10.100000000000001","TABLETOP_GAME","No",
"(2 pack) Vanilla Chai Tea Latte Mix Big Train Per Pack 3.5 lb.Vanilla Chai Tea Latte Mix","B00MNV8E0C","https://www.amazon.com/dp/B00MNV8E0C","841710106411","","https://www.walmart.com/ip/812785634?selected=true","","1","16","5.99","","","1.28","14.96","Amazon","7.92","2.24","14.96","N/A","1","-14.950000000000001","-9.270000000000001","BATTERY","No",
"Goli Nutrition - Apple Cider Vinegar Gummy with The Mother - 60 Count","B07R8GD47V","https://www.amazon.com/dp/B07R8GD47V","852386008466","","https://www.walmart.com/ip/464219312?selected=true","","1","17.23","5.99","","","1.3784","18.98","Amazon","6.49","2.85","18.98","18.98","3","-10.729999999999999","-7.09","NUTRITIONAL_SUPPLEMENT","No",
"Lutron Caseta In-Wall Wireless Dimmer Kit","B00JJY0S4G","https://www.amazon.com/dp/B00JJY0S4G","784276072076","","https://www.walmart.com/ip/43317271?selected=true","","1","64.95","0.00","","","5.196000000000001","59.99","Amazon","13.2","9.45","63.77","62.98","17,149","-18.159999999999997","-14.409999999999997","ELECTRONIC_SWITCH","Yes",
"Apple EarPods with Lightning Connector for Apple iPhone X8 7 7 Plus (MMTN2AM/A)","B01M0GB8CC","https://www.amazon.com/dp/B01M0GB8CC","N/A","","https://www.overstock.com/Electronics/Apple-EarPods-with-Lightning-Connector-for-Apple-iPhone-X-8-7-7-Plus-MMTN2AM-A/13687159/product.html","","1","22.69","0.00","","","1.8152000000000001","12.99","Amazon","5.42","1.95","12.99","23.18","2","-15.120000000000001","-11.65","HEADPHONES","No",
"8.4 oz. Washer Cleaner (6-Pack)","B00C91Q86I","https://www.amazon.com/dp/B00C91Q86I","883049272146","","https://www.homedepot.com/p/Affresh-8-4-oz-Washer-Cleaner-6-Pack-W10501250/206447083","","1","11.99","5.99","","","0.9592","11.77","Amazon","5.41","1.77","11.77","N/A","9","-11.620000000000001","-7.98","CLEANING_AGENT","No",
"Strong: High-Intensity Cardio & Tone Workout [DVD]","B078G81NBZ","https://www.amazon.com/dp/B078G81NBZ","888562186758","","https://www.walmart.com/ip/654203860?selected=true","","1","17.63","5.99","","","1.4103999999999999","9.99","Amazon","4.34","1.5","9.99","N/A","N/A","-17.97","-15.129999999999997","PLANNER","Yes",
"Caseta Wireless Pedestal for Pico Remote White","B003WGU2MU","https://www.amazon.com/dp/B003WGU2MU","027557765916","","https://www.homedepot.com/p/Lutron-Caseta-Wireless-Pedestal-for-Pico-Remote-White-L-PED1-WH/204718235","","1","9.97","5.99","","","0.7976000000000001","9.97","Amazon","4.97","1.5","9.97","13.98","16,241","-10.96","-7.49","LAMP","Yes",
"Hero Cosmetics Mighty Patch Acne Patches Original 36 count","B074PVTPBW","https://www.amazon.com/dp/B074PVTPBW","864475000404","","https://www.walmart.com/ip/317214431?selected=true","","1","12.5","5.99","","","1","12.5","Amazon","5.35","1.88","12.5","N/A","2","-11.340000000000002","-7.870000000000001","SKIN_TREATMENT_MASK","No",
"Apple 20W USB-C Power Adapter","B08L5M9BTJ","https://www.amazon.com/dp/B08L5M9BTJ","194252156940","","https://www.walmart.com/ip/206559020?selected=true","","1","16.47","5.99","","","1.3175999999999999","16.47","Amazon","5.94","2.47","16.47","23.25","2","-11.930000000000003","-8.460000000000003","CHARGING_ADAPTER","No",
"Natures Way Sambucus Elderberry Gummies Herbal Supplements with Vitamin C and Zinc Gluten Free Vegetarian 60 Gummies (Packaging May Vary)","B00MJ7VL1O","https://www.amazon.com/dp/B00MJ7VL1O","780116974715","","https://www.walmart.com/ip/659113996?selected=true","","1","16.86","5.99","","","1.3488","13.39","Amazon","5.65","2.01","13.39","10","16","-15.110000000000001","-11.47","HERBAL_SUPPLEMENT","Yes",
"Apple AirPods with Charging Case (Latest Model)","B07PXGQC1Q","https://www.amazon.com/dp/B07PXGQC1Q","190199098428","","https://www.walmart.com/ip/604342441?selected=true","","1","119","0.00","","","9.52","119","Amazon","20.27","16.52","119","156.32","3","-20.269999999999996","-16.519999999999996","HEADPHONES","No",
"The Mighty Ducks DVD Box Set (DVD)","B000068QPY","https://www.amazon.com/dp/B000068QPY","786936192230","","https://www.walmart.com/ip/10751254?selected=true","","1","17.99","5.99","","","1.4391999999999998","17.99","Amazon","8.14","4.5","17.99","18.74","1,456","-14.129999999999999","-10.489999999999998","TOY_FIGURE","No",
"Vital Proteins Unflavored Collagen Peptides 20 oz","B00K6JUG4K","https://www.amazon.com/dp/B00K6JUG4K","850232005089","","https://www.walmart.com/ip/826991241?selected=true","","1","85.96","0.00","","","6.876799999999999","42.98","Amazon","11.4","6.45","42.98","44.97","3","-54.379999999999995","-49.43","NUTRITIONAL_SUPPLEMENT","No",
"P90X: Tony Hortons 90-Day Extreme Home Fitness Workout DVD Program","B000TG8D6I","https://www.amazon.com/dp/B000TG8D6I","609132961557","","https://www.walmart.com/ip/41482773?selected=true","","1","125","0.00","","","10","139.8","Amazon","26.95","20.97","139.8","N/A","N/A","-12.149999999999991","-6.1699999999999875","SPORTING_GOODS","No",
"Liquid I.V. Hydration Multiplier Lemon Lime 16 Serving Pouch with Scoop","B01IT9NLHW","https://www.amazon.com/dp/B01IT9NLHW","863737000145","","https://www.walmart.com/ip/833186677?selected=true","","1","24.34","5.99","","","1.9472","24.99","Amazon","7.39","3.75","24.95","22.93","17","-12.73","-9.09","NUTRITIONAL_SUPPLEMENT","Yes",
"TP-Link HS105 Smart Plug Mini 1-Pack","B01K1JVZOE","https://www.amazon.com/dp/B01K1JVZOE","845973098278","","https://www.walmart.com/ip/55552851?selected=true","","1","16.21","5.99","","","1.2968000000000002","12.99","Amazon","5.59","1.95","12.99","14.83","1,754","-14.800000000000002","-11.160000000000002","HOME_LIGHTING_ACCESSORY","Yes",
"Apple Lightning to 3.5 mm Headphone Jack Adapter","B01LXJFMGF","https://www.amazon.com/dp/B01LXJFMGF","190198001757","","https://www.walmart.com/ip/54738078?selected=true","","1","9","5.99","","","0.72","7.99","Amazon","3.9","1.2","7.99","13.95","1","-10.9","-8.2","ELECTRONIC_ADAPTER","No",
"Batman V Superman: Dawn of Justice (Blu-ray + DVD)","B01DEBC7Q6","https://www.amazon.com/dp/B01DEBC7Q6","883929447442","","https://www.walmart.com/ip/54652046?selected=true","","1","6.96","5.99","","","0.5568","7.5","Amazon","5.54","2.84","6.96","12.57","1,835","-10.989999999999998","-8.29","TOY_FIGURE","No",
"Neutrogena Makeup Remover Cleansing Face Wipes 25 ct. 2 Pack","B00U2VQZDS","https://www.amazon.com/dp/B00U2VQZDS","070501373934","","https://www.walmart.com/ip/43493668?selected=true","","1","8.97","5.99","","","0.7176","8.12","Amazon","4.9","0.65","8.12","8.05","4","-11.740000000000002","-7.490000000000002","SKIN_CLEANING_WIPE","Yes",
"WallPops Watercolor Dots Wall Art Kit","B073SC93H9","https://www.amazon.com/dp/B073SC93H9","091212263765","","https://www.walmart.com/ip/684487036?selected=true","","1","15.59","5.99","","","1.2472","15.59","Amazon","5.98","2.34","15.59","N/A","30,366","-11.969999999999999","-8.329999999999998","STICKER_DECAL","Yes",
"The Nanny: The Complete Series","B00S4YGUSU","https://www.amazon.com/dp/B00S4YGUSU","880873635857","","https://www.walmart.com/ip/142233317?selected=true","","1","100.94","0.00","","","8.0752","83.29","Amazon","19.24","14.29","83.29","84.96","1,557","-36.889999999999986","-31.939999999999998","STORAGE_RACK","No",
"Indoor Liquid Ant Killer Baits (2-Pack)","B00E4GACB8","https://www.amazon.com/dp/B00E4GACB8","070923466238","","https://www.homedepot.com/p/TERRO-Indoor-Liquid-Ant-Killer-Baits-2-Pack-T300B/311035470","","1","12.88","5.99","","","1.0304","9.36","Amazon","5.04","1.4","9.36","12.48","1","-14.55","-10.910000000000002","OUTDOOR_LIVING","Yes",
"Brawny Tear-A-Square Paper Towels White 16 Double Rolls","B07MB9XLW9","https://www.amazon.com/dp/B07MB9XLW9","042000442237","","https://www.walmart.com/ip/383081650?selected=true","","1","29.89","5.99","","","2.3912","28.96","Amazon","24.4","4.34","28.96","34.42","21","-31.32","-11.260000000000002","PAPER_TOWEL","Yes",
"Pampers Sensitive Baby Wipes 8X+Refill (Tub Not Included) 576 Ct","B00FMWWN6U","https://www.amazon.com/dp/B00FMWWN6U","037000847717","","https://www.walmart.com/ip/28200162?selected=true","","1","19.99","5.99","","","1.5992","19.99","Amazon","11.38","3","19.99","19","2","-17.369999999999997","-8.989999999999998","SKIN_CLEANING_WIPE","Yes",
"Rock N Learn: Preschool Songs (DVD)","B07H4W69M8","https://www.amazon.com/dp/B07H4W69M8","725696832321","","https://www.walmart.com/ip/747848209?selected=true","","1","12.57","5.99","","","1.0056","10.55","Amazon","4.28","1.58","10.55","13.48","1,137","-12.290000000000003","-9.590000000000002","TOYS_AND_GAMES","Yes",
"Bounce Fabric Softener Sheets Outdoor Fresh 240 Count","B003FULBQ4","https://www.amazon.com/dp/B003FULBQ4","037000073123","","https://www.walmart.com/ip/11045833?selected=true","","1","7.49","5.99","","","0.5992000000000001","5.99","Amazon","5.43","0.48","5.99","8.09","46","-12.92","-7.970000000000001","HEALTH_PERSONAL_CARE","Yes",
"Elmers E555 Washable School Glue Sticks  Purple  . 24oz  Repositionable Stick  30/pk","B000VXO4L2","https://www.amazon.com/dp/B000VXO4L2","666667844342","","https://www.walmart.com/ip/26375495?selected=true","","1","8.36","5.99","","","0.6688","6.97","Amazon","6","1.05","6.97","11.43","1","-13.379999999999999","-8.43","BONDING_ADHESIVES","No",
"Workman Publishing Paint By Sticker Kids Zoo","0761189602","https://www.amazon.com/dp/0761189602","019628189608","","https://www.walmart.com/ip/55617370?selected=true","","1","6.31","5.99","","","0.5047999999999999","5.01","Amazon","5.39","2.55","5.01","4.98","42","-12.68","-9.84","ELECTRONIC_ADAPTER","Yes",
"Dr. Elseys Precious Cat Ultra Unscented Clumping Clay Cat Litter 40lb Bag","B0009X29WK","https://www.amazon.com/dp/B0009X29WK","000338004404","","https://www.walmart.com/ip/770828855?selected=true","","1","16.58","5.99","","","1.3263999999999998","18.96","Amazon","26.32","2.84","18.96","22.22","4","-29.93","-6.449999999999999","ANIMAL_LITTER","Yes",
"Pods Spring Meadows Laundry Detergent (81-Count)","B01BUNHFQM","https://www.amazon.com/dp/B01BUNHFQM","037000917816","","https://www.homedepot.com/p/Tide-Pods-Spring-Meadows-Laundry-Detergent-81-Count-003700091781/205943671","","1","20.97","5.99","","","1.6776","19.99","Amazon","9.28","3","19.99","20.12","35","-16.25","-9.970000000000002","LAUNDRY_DETERGENT","Yes",
"Oklahoma Joe Longhorn Reverse Flow Offset Smoker","B01KJGBEYK","https://www.amazon.com/dp/B01KJGBEYK","099143020532","","https://www.walmart.com/ip/893030891?selected=true","","1","693.85","0.00","","","55.508","599.98","Amazon","361.62","90","599.98","938.99","22,609","-455.49","-183.87","FOOD_SMOKER","Yes",
"Refurbished Apple FE086LL/A All-in-One iMac with Intel Core i5 Processor 8GB Memory 21.5 Monitor 1TB Hard Drive and Mac OS X","B00M4LWXI0","https://www.amazon.com/dp/B00M4LWXI0","817689012657","","https://www.walmart.com/ip/926956254?selected=true","","1","717.02","0.00","","","57.361599999999996","347","Amazon","55.91","27.76","372","346.9","428","-425.92999999999995","-397.78","PERSONAL_COMPUTER","No",
"Dungeons and Dragons RPG: Core Rulebook Gift Set","0786966629","https://www.amazon.com/dp/0786966629","630509759064","","https://www.walmart.com/ip/247884046?selected=true","","1","122.56","0.00","","","9.8048","91.99","Amazon","23.08","15.6","91.99","91.97","1,167","-53.650000000000006","-46.17","BOARD_GAME","No",
"Schick Hydro Silk Touch-Up Disposable Razors 3Ct Shapes Eyebrows & Gently Exfoliates and Removes Fine Hairs","B0787GLBMV","https://www.amazon.com/dp/B0787GLBMV","841058001171","","https://www.walmart.com/ip/118573355?selected=true","","1","5.9","5.99","","","0.47200000000000003","4.99","Amazon","3.1","0.4","4.99","3.99","7","-10","-7.300000000000001","MANUAL_SHAVING_RAZOR","Yes",
"Ghosts of Saltmarsh New","0786965614","https://www.amazon.com/dp/0786965614","630509795710","","https://www.walmart.com/ip/387198812?selected=true","","1","39.86","0.00","","","3.1888","27.49","Amazon","11.6","5.92","27.49","36.54","458","-23.97","-18.29","BOARD_GAME","No",
"NETGEAR - Orbi RBK752 AX4200 Tri-Band Mesh WiFi 6 System with Router and 1 Satellite Extender","B086HJXKJJ","https://www.amazon.com/dp/B086HJXKJJ","606449146165","","https://www.walmart.com/ip/458121143?selected=true","","1","349","0.00","","","27.92","349","Amazon","40","27.92","349","449.99","446","-40","-27.920000000000016","NETWORKING_ROUTER","Yes",
"Sony WH1000XM4 Wireless Noise Canceling Over-the-Ear Headphones with Google Assistant - Black","B0863TXGM3","https://www.amazon.com/dp/B0863TXGM3","027242919419","","https://www.walmart.com/ip/310157752?selected=true","","1","278","0.00","","","22.24","278","Amazon","34.3","29.24","278","278","3","-34.30000000000001","-29.24000000000001","HEADPHONES","Yes",
"Sony PCH-1101 Playstation Vita with WiFi/3G (Certified Refurbished)","B00JFCA6V2","https://www.amazon.com/dp/B00JFCA6V2","711719947776","","https://www.walmart.com/ip/157678855?selected=true","","1","274.95","0.00","","","21.996","299","Amazon","30.78","25.72","299","N/A","4,565","-6.729999999999961","-1.670000000000016","VIDEO_GAME_ACCESSORIES","No",
"Bose QuietComfort 35 Wireless Noise Cancelling Headphones II Silver","B0756GB78C","https://www.amazon.com/dp/B0756GB78C","017817770620","","https://www.walmart.com/ip/697323440?selected=true","","1","249","0.00","","","19.92","249","Amazon","31.98","26.92","249","249","33","-31.97999999999999","-26.920000000000016","HEADPHONES","Yes",
"Samsung 1TB Portable SSD T7 USB 3.2 Red","B0874YDQ9K","https://www.amazon.com/dp/B0874YDQ9K","887276410722","","https://www.walmart.com/ip/971639170?selected=true","","1","149.99","0.00","","","11.9992","169.99","Amazon","15.47","12","149.99","185.99","13","4.530000000000001","8","COMPUTER_DRIVE_OR_STORAGE","No",
"BENGOO G9000 Stereo Gaming Headset for PS4 PC Xbox One Controller Noise Cancelling Over Ear Headphones with Mic LED Light Bass Surround Soft Memory Earmuffs for Laptop Mac Nintendo Switch Games","B01H6GUCCQ","https://www.amazon.com/dp/B01H6GUCCQ","613865268579","","https://www.walmart.com/ip/665600360?selected=true","","1","25.99","5.99","","","2.0791999999999997","23.99","Amazon","6.55","1.6","19.99","N/A","8","-14.54","-9.59","HEADPHONES","No",
"Nintendo Switch Screen Protector Glass (2-Pack) amFilm Nintendo Switch Tempered Glass Screen Protector for Nintendo Switch 2017","B01N3ASPNV","https://www.amazon.com/dp/B01N3ASPNV","810357023627","","https://www.walmart.com/ip/313994337?selected=true","","1","6.99","5.99","","","0.5592","5.99","Amazon","3.6","0.9","5.99","5.99","17","-10.59","-7.890000000000001","SCREEN_PROTECTOR","Yes",
"Nintendo Switch Console with Neon Blue & Red Joy-Con.","B07VGRJDFY","https://www.amazon.com/dp/B07VGRJDFY","045496882174","","https://www.walmart.com/ip/709776123?selected=true","","1","299","0.00","","","23.92","299","Amazon","31.81","25.72","299","339","13","-31.810000000000002","-25.720000000000027","VIDEO_GAME_HARDWARE","No",
"Sennheiser PXC 550-II - Headphones with mic - full size - Bluetooth - wireless - active noise canceling","B07ZPQQCVX","https://www.amazon.com/dp/B07ZPQQCVX","615104320048","","https://www.walmart.com/ip/829566623?selected=true","","1","199.95","0.00","","","15.995999999999999","163.37","Amazon","25.13","20.07","163.35","163.35","77","-61.70999999999998","-56.64999999999998","HEADPHONES","Yes",
"Logitech G502 Hero High Performance Gaming Mouse","B07GBZ4Q68","https://www.amazon.com/dp/B07GBZ4Q68","097855141996","","https://www.walmart.com/ip/901832480?selected=true","","1","37.99","0.00","","","3.0392","37.99","Amazon","7.51","3.87","48.4","57.99","15","-7.509999999999998","-3.8699999999999974","INPUT_MOUSE","Yes",
"Welchs Mixed Fruit Snacks Value Pack 0.9 Oz. 40 Count","B00HFC2E82","https://www.amazon.com/dp/B00HFC2E82","034856150404","","https://www.walmart.com/ip/53479012?selected=true","","1","6.98","5.99","","","0.5584","6.98","Amazon","6.24","0.56","6.98","8.12","11","-12.23","-6.550000000000001","FRUIT_SNACK","Yes",
"JBL Charge 4 Portable Waterproof Wireless Bluetooth Speaker - Black","B07HKQ6YGX","https://www.amazon.com/dp/B07HKQ6YGX","050036353397","","https://www.walmart.com/ip/472337782?selected=true","","1","149.95","0.00","","","11.995999999999999","149.95","Amazon","18.09","12","149.95","149.95","305","-18.090000000000003","-12","SPEAKERS","Yes",
"Melissa & Doug Childrens Book - Poke-a-Dot: Old MacDonald’s Farm (Board Book with Buttons to Pop)","160169024X","https://www.amazon.com/dp/160169024X","000772313414","","https://www.walmart.com/ip/562271638?selected=true","","1","11.93","5.99","","","0.9544","9.65","Amazon","7.13","1.45","9.65","16.64","7","-15.400000000000002","-9.72","BLANK_BOOK","Login to SC",
"Earth Rated 270-Count Dog Waste Bags Lavender-Scented Poop Bags 18 Refill Rolls","B00BSYR7K8","https://www.amazon.com/dp/B00BSYR7K8","747090438596","","https://www.walmart.com/ip/211350752?selected=true","","1","6","5.99","","","0.48","11.99","Amazon","6.75","1.8","11.99","16.49","1","-6.75","-1.8000000000000007","WASTE_BAG","Yes",
"Flip 5 in Black","B07QK2SPP7","https://www.amazon.com/dp/B07QK2SPP7","050036361088","","https://www.homedepot.com/p/JBL-Flip-5-in-Black-JBLFLIP5BLKAM/310903635","","1","119","0.00","","","9.52","119.95","Amazon","14.66","9.6","119.95","119.95","261","-13.709999999999994","-8.649999999999991","HEADPHONES","Yes",
"ARRIS SURFboard SB6141-RB 8x4 DOCSIS 3.0 Cable Modem","B00OMDZAV0","https://www.amazon.com/dp/B00OMDZAV0","616639936483","","https://www.walmart.com/ip/133718728?selected=true","","1","50","0.00","","","4","39.95","Amazon","8.15","3.2","39.95","N/A","5,230","-18.199999999999996","-13.25","NETWORKING_DEVICE","No",
"Lysol Laundry Sanitizer Crisp Linen Tested and Proven to Kill COVID-19 Virus 90 Ounce","B01N6BP63M","https://www.amazon.com/dp/B01N6BP63M","019200958721","","https://www.walmart.com/ip/198281212?selected=true","","1","9.97","5.99","","","0.7976000000000001","9.97","Amazon","7.68","0.8","N/A","11.6","9","-13.67","-6.790000000000001","HEALTH_PERSONAL_CARE","Yes",
"Nintendo Official Switch Joy-Con Pair - Neon Red/Neon Blue (EU) (Switch)","B01N6QJ58Y","https://www.amazon.com/dp/B01N6QJ58Y","045496430566","","https://www.walmart.com/ip/963931758?selected=true","","1","81.99","0.00","","","6.5592","69","Amazon","15.9","12.15","69","68.99","33","-28.889999999999993","-25.139999999999993","REMOTE_CONTROL","No",
"Garmin vivoactive 3 Black with Stainless Hardware Smart Watch (010-01769-01)","B074KBWL9J","https://www.amazon.com/dp/B074KBWL9J","753759173166","","https://www.walmart.com/ip/280563492?selected=true","","1","0.01","5.99","","","0.0008","129.99","Amazon","21.15","17.4","129.99","169.99","418","102.84","106.59","WEARABLE_COMPUTER","No",
"Revlon One-Step Hair Dryer and Volumizer Hot Air Brush Black Blow Dryer","B01LSUQSB0","https://www.amazon.com/dp/B01LSUQSB0","761318252221","","https://www.walmart.com/ip/54931349?selected=true","","1","42.98","0.00","","","3.4383999999999997","41.99","Amazon","12.25","6.27","41.79","51.24","8","-13.239999999999995","-7.259999999999998","HAIR_DRYER","No",
"Razer RZ01-03210100-R3U1 DeathAdder V2 Wired Optical Gaming Mouse","B082G5SPR5","https://www.amazon.com/dp/B082G5SPR5","811659036278","","https://www.walmart.com/ip/468195207?selected=true","","1","54.69","0.00","","","4.3751999999999995","44.99","Amazon","7.24","3.5999999999999996","44.99","49.99","75","-16.939999999999998","-13.299999999999997","INPUT_MOUSE","No",
"Breville Barista Express Espresso Machine","B00CH9QWOU","https://www.amazon.com/dp/B00CH9QWOU","N/A","","https://www.overstock.com/Home-Garden/Breville-BES870XL-Barista-Express-Espresso-Machine/8052264/product.html","","1","699.95","0.00","","","55.996","699.95","Amazon","120.2","99","699.95","659.99","5,311","-120.20000000000005","-99","COFFEE_MAKER","Yes",
"Bose SoundLink Micro Waterproof Portable Bluetooth Speaker - Black","B0748N1BZD","https://www.amazon.com/dp/B0748N1BZD","017817768429","","https://www.walmart.com/ip/367992038?selected=true","","1","99","0.00","","","7.92","99","Amazon","12.98","7.92","99","99","281","-12.980000000000004","-7.920000000000002","SPEAKERS","Yes",
"KitchenAid KSMPRA 3-Piece Pasta Roller & Cutter Attachment Set","B01DBGQR1K","https://www.amazon.com/dp/B01DBGQR1K","667649015538","","https://www.walmart.com/ip/253696591?selected=true","","1","185","0.00","","","14.8","199","Amazon","36.73","29.85","199","199","5,261","-22.72999999999999","-15.849999999999994","PASTA_MAKER","No",
"Cascade Complete Action Pacs Dishwasher Detergent Fresh Scent 78 Ct","B01NCJSM2T","https://www.amazon.com/dp/B01NCJSM2T","037000977223","","https://www.walmart.com/ip/158938412?selected=true","","1","16.97","5.99","","","1.3576","16.97","Amazon","8.53","2.55","21.98","20.6","43","-14.520000000000001","-8.540000000000003","DISHWASHER_DETERGENT","Yes",
"Nintendo Switch Console Animal Crossing: New Horizons Edition","B084DDDNRP","https://www.amazon.com/dp/B084DDDNRP","045496882648","","https://www.walmart.com/ip/539083068?selected=true","","1","299","0.00","","","23.92","298.99","Amazon","31.81","25.72","298.99","312.99","26","-31.819999999999993","-25.730000000000018","VIDEO_GAME_HARDWARE","No",
"Evenflo Pivot Modular Travel System w/SafeMax Sandstone","B071VHBYX8","https://www.amazon.com/dp/B071VHBYX8","032884192809","","https://www.walmart.com/ip/185494488?selected=true","","1","279.99","0.00","","","22.3992","279.99","Amazon","93.54","42","279.99","358.63","787","-93.54000000000002","-42","STROLLER","No",
"Natures Bounty Zinc 50 mg Supports Immune System Caplets 100 Ct","B000GCQ8X0","https://www.amazon.com/dp/B000GCQ8X0","074312020605","","https://www.walmart.com/ip/46008414?selected=true","","1","4.66","5.99","","","0.3728","4.66","Amazon","3.84","0.37","4.66","4.62","13","-9.83","-6.36","MINERAL_SUPPLEMENT","Yes",
"Cuisinart Refurbished Round Classic Waffle Maker Brushed Stainless","B000K9TZMA","https://www.amazon.com/dp/B000K9TZMA","086279017192","","https://www.walmart.com/ip/147291748?selected=true","","1","33","5.99","","","2.64","26.92","Amazon","10.62","4.04","26.92","N/A","56,711","-22.689999999999998","-16.11","COUNTERTOP_GRIDDLE_APPLIANCE","No",
"Sennheiser RS 175 - Headphone system - full size - wireless","B00SLUI5SA","https://www.amazon.com/dp/B00SLUI5SA","615104338531","","https://www.walmart.com/ip/338622927?selected=true","","1","258","0.00","","","20.64","214.95","Amazon","31.49","24.2","214.95","214.95","217","-74.54000000000002","-67.25","HEADPHONES","Yes",
